,ID,subject,subject_clean,Len
1442,768, 'use',use,1
1444,769,'great projector',great projector,2
1445,770,'great customer support',great customer support,3
1446,770, 'good projector',good projector,2
1447,771,'email anker',email anker,2
1448,771, 'need',need,1
1449,772,'sound quality',sound quality,2
1450,772, 'excellent picture',excellent picture,2
1451,773,'good value',good value,2
1452,774,'`` soda',soda,1
1453,774, 'need',need,1
1454,774, 'everything',everything,1
1456,775,'great',great,1
1457,775,'great',great,1
1458,775, 'great',great,1
1459,776,'recommend',recommend,1
1460,777,'pleased',pleased,1
1461,777,'expect',expect,1
1462,777, 'exactly',exactly,1
1463,778,'projector',projector,1
1464,778, 'love',love,1
1465,779,'projector work',projector work,2
1466,780,'na',na,1
1467,781,'buy',buy,1
1469,782,'play music',play music,2
1470,782, 'cell phone',cell phone,2
1471,783,'good',good,1
1472,784,'intelligence',intelligence,1
1473,785,'worth',worth,1
1474,785, 'price',price,1
1475,786,'awesome projector',awesome projector,2
1476,786,'totally replace',totally replace,2
1477,786, 'tv',tv,1
1478,787,'great purchase',great purchase,2
1479,787,'husband say',husband say,2
1480,787, 'exactly',exactly,1
1481,788,'bright',bright,1
1482,788,'clear',clear,1
1483,788,'loud awesome',loud awesome,2
1485,789,'camp outdoor',camp outdoor,2
1486,789, 'great',great,1
1487,790,'friend movie night',friend movie night,3
1488,790, 'perfect',perfect,1
1489,790, 'family',family,1
1490,791,'popcan size movie theater',popcan size movie theater,4
1491,791,'amaze',amaze,1
1493,792,'little expensive',little expensive,2
1494,792, 'good',good,1
1495,793,'love',love,1
1496,794,'pray',pray,1
1497,795,'nice affordable projector',nice affordable projector,3
1498,796,'small',small,1
1499,797,'great transaction',great transaction,2
1500,798,'great product',great product,2
1501,799,'perfect',perfect,1
1502,800,'great projector',great projector,2
1503,801,'excelente',excelente,1
1504,802,'love',love,1
1505,803,'great product ... amaze customer service',great product amaze customer service,5
1506,804,'excellent customer service',excellent customer service,3
1507,805,'projector',projector,1
1508,805, 'love',love,1
1509,806,'great deal',great deal,2
1510,807,'good',good,1
1511,808,'awesome',awesome,1
1512,809,'yep',yep,1
1513,810,'really wonderful mini projector',really wonderful mini projector,4
1515,811,"'amaze """"'",amaze,1
1516,812,'use',use,1
1517,812, 'fun',fun,1
1518,812, 'easy',easy,1
1519,813,'awesome',awesome,1
1520,814,'powerful',powerful,1
1521,814,'small package',small package,2
1522,814, 'yet',yet,1
1523,815,'great device',great device,2
1524,815,'super handy',super handy,2
1525,816,'love',love,1
1526,817,'portable',portable,1
1527,817, 'perfect',perfect,1
1528,818,'perfect',perfect,1
1529,819,'great projector',great projector,2
1530,819, 'size',size,1
1531,820,'outstanding product',outstanding product,2
1532,820,'great quality',great quality,2
1533,821,'best customer service ever',best customer service ever,4
1534,822,'capsule control app',capsule control app,3
1535,822, 'battery life make',battery life make,3
1536,822, 'limited use',limited use,2
1537,822, 'useful',useful,1
1538,822, 'quality',quality,1
1539,822, 'occur',occur,1
1540,823,'great product',great product,2
1541,824,'great',great,1
1542,825,'excellent customer service',excellent customer service,3
1543,826,'home',home,1
1544,826, 'drive',drive,1
1545,827,'recommend',recommend,1
1546,827, 'anyone',anyone,1
1547,828,'nice little projector',nice little projector,3
1548,829,'work great',work great,2
1549,829, 'small room',small room,2
1550,830,'awesome',awesome,1
1552,831,'worth every penny',worth every penny,3
1554,832,'awesome',awesome,1
1555,833,'great product',great product,2
1556,833,'even well tech support ...',even well tech support,4
1557,834,'dope color',dope color,2
1558,834, 'size',size,1
1559,835,'love',love,1
1560,836,'love',love,1
1562,837,'perfect portable projector',perfect portable projector,3
1563,838,'great sound picture',great sound picture,3
1564,838, 'speed',speed,1
1565,839,'work great',work great,2
1566,840,'great picture',great picture,2
1567,840, 'sound',sound,1
1568,841,'nice',nice,1
1569,842,'awesome product',awesome product,2
1570,843,'fun',fun,1
1571,844,'portable projector',portable projector,2
1572,844, 'enjoy',enjoy,1
1573,845,'great device',great device,2
1574,846,'portable projector',portable projector,2
1575,846, 'great price',great price,2
1576,847,'perfect little projector',perfect little projector,3
1577,848,'recommend',recommend,1
1578,849,'amaze',amaze,1
1579,850,'good',good,1
1580,851,'pretty good even',pretty good even,3
1581,851, 'rough wall',rough wall,2
1582,851, 'resolution',resolution,1
1583,852,'good portable projector',good portable projector,3
1584,852,'sale',sale,1
1585,852, 'get',get,1
1586,853,'theater',theater,1
1587,853, 'house',house,1
1588,853, 'drive',drive,1
1589,854,'awesome little gadget',awesome little gadget,3
1590,855,'must',must,1
1591,856,'pretty good',pretty good,2
1592,857,'best experience',best experience,2
1593,857, 'bings',bings,1
1594,858,'like',like,1
1595,859,'love',love,1
1596,860,'price u pay',price u pay,3
1597,860, 'well worth',well worth,2
1598,861,'love',love,1
1599,862,'great product',great product,2
1600,863,'daughter love',daughter love,2
1601,864,'amaze little projector',amaze little projector,3
1602,865,'awesome',awesome,1
1603,866,'great projector',great projector,2
1604,867,'worth',worth,1
1605,867, 'purchase',purchase,1
1606,868,'great product',great product,2
1607,868, 'service',service,1
1608,869,'compact',compact,1
1609,870,'recommend',recommend,1
1610,871,'portable',portable,1
1611,872,'little nebula capsule projector',little nebula capsule projector,4
1612,872, 'absollutely amaze',absollutely amaze,2
1613,872,'many great feature',many great feature,3
1614,872, 'packed',packed,1
1616,873,'good camera stand',good camera stand,3
1617,873, 'get',get,1
1618,873,'perfect screen',perfect screen,2
1619,873, 'make create',make create,2
1620,873, 'easy',easy,1
1621,874,'picture sound',picture sound,2
1622,874, 'great quality',great quality,2
1623,874, 'use',use,1
1624,874, 'easy',easy,1
1625,875,'amaze projector',amaze projector,2
1627,876,'nice',nice,1
1628,877,'great product easy',great product easy,3
1629,877, 'use',use,1
1630,878,'wowoto t8e',wowoto t8e,2
1631,878, 'compare',compare,1
1632,878,'truly portable device',truly portable device,3
1633,878, 'nebula make',nebula make,2
1634,878, 'great set',great set,2
1635,878, 'compromise',compromise,1
1636,879,'satisified',satisified,1
1637,880,'filmmaker perspective',filmmaker perspective,2
1638,881,'google play',google play,2
1639,881, 'great',great,1
1640,882,'`` want',want,1
1641,882, 'love',love,1
1642,882,'wouldnt love',wouldnt love,2
1644,883,'test',test,1
1645,883, 'outdoors',outdoors,1
1646,883, 'home',home,1
1647,883, 'group',group,1
1648,884,"'iphone update """"'",iphone update,2
1649,884, '`` didnt work',didnt work,2
1650,885,'nice hardware design',nice hardware design,3
1651,885, 'user experience',user experience,2
1652,885, 'terrible',terrible,1
1653,886,'little tweak',little tweak,2
1654,886, 'could use',could use,2
1655,886, 'amaze concept',amaze concept,2
1656,887,'great little projector',great little projector,3
1657,888,'work well',work well,2
1658,888,'flaw',flaw,1
1659,889,"'much """"'",much,1
1660,889, 'small',small,1
1662,890,'decent product',decent product,2
1663,891,'anker customer support',anker customer support,3
1664,891, 'best',best,1
1665,892,'little thing',little thing,2
1666,892, 'love',love,1
1667,892,'unbelievable value',unbelievable value,2
1668,892, 'get',get,1
1669,893,'serious software flaw',serious software flaw,3
1670,893, 'excellent little piece',excellent little piece,3
1671,893, 'hardware',hardware,1
1672,894,'great little projector',great little projector,3
1673,894,'soda',soda,1
1674,894, 'size',size,1
1675,894, 'really',really,1
1676,895,'small',small,1
1677,895,'convenient projector',convenient projector,2
1678,895,'bedroom set',bedroom set,2
1679,895, 'awesome',awesome,1
1680,896,'second attempt work well',second attempt work well,4
1681,896, 'not good',not good,2
1682,896, 'first experience',first experience,2
1683,897,'family love',family love,2
1684,898,'set',set,1
1685,898, 'easy',easy,1
1686,898,'plug',plug,1
1687,898, 'play',play,1
1688,899,'great little projector',great little projector,3
1689,899, 'enjoyable experience',enjoyable experience,2
1690,899, 'give',give,1
1691,900,'use',use,1
1692,900, 'portable',portable,1
1693,900, 'easy',easy,1
1694,901,'inside use',inside use,2
1695,901, 'great projector',great projector,2
1696,901,'great outside',great outside,2
1697,901, 'not',not,1
1698,902,'anker product',anker product,2
1700,902,'usual user friendliness',usual user friendliness,3
1701,902," 'high performance """"'",high performance,2
1702,902, 'lack',lack,1
1703,902, 'feel',feel,1
1704,903,'`` great lil product',great lil product,3
1705,903," 'improve """"'",improve,1
1706,903, 'room',room,1
1707,904,'nice',nice,1
1708,904,'projection unit',projection unit,2
1709,904, 'portable display',portable display,2
1710,904, 'excellent quality',excellent quality,2
1711,905,'good',good,1
1712,905, 'couple',couple,1
1713,906,'gift',gift,1
1714,906,'good product',good product,2
1715,906, 'seem',seem,1
1716,906, 'review',review,1
1717,907,'pay',pay,1
1718,907, 'get',get,1
1719,908,'awesome mini projector',awesome mini projector,3
1720,908, 'home',home,1
1721,909,'good customer service',good customer service,3
1722,909,'helpful',helpful,1
1724,910,'much well',much well,2
1725,910, 'install apps',install apps,2
1726,910, 'soon',soon,1
1727,910, 'play',play,1
1728,911,'great',great,1
1729,912,"'meeting expectation """"'",meeting expectation,2
1730,912, 'far',far,1
1732,913,'look much well',look much well,3
1733,913, 'expect',expect,1
1734,914,'use',use,1
1735,914, 'easy',easy,1
1736,914,'good video quality',good video quality,3
1737,914, 'decent volume',decent volume,2
1738,915,'awesome device',awesome device,2
1739,915, 'money',money,1
1740,916,'nice product',nice product,2
1741,917,'item work fine',item work fine,3
1742,917, 'box',box,1
1743,918,'little projector',little projector,2
1744,918, 'great performance',great performance,2
1745,919,'work properly',work properly,2
1746,919, 'awesome projector',awesome projector,2
1747,920,'not support youtube tv',not support youtube tv,4
1748,920, 'ga release',ga release,2
1749,921,'tiny device',tiny device,2
1750,921, 'pack quite',pack quite,2
1751,921, 'punch',punch,1
1752,922,'awesome little toy',awesome little toy,3
1753,923,'budget projector',budget projector,2
1754,923, 'great',great,1
1755,924,'great portable speaker',great portable speaker,3
1756,924, 'whistle',whistle,1
1757,924, 'bell',bell,1
1758,925,'great budget projector',great budget projector,3
1759,925, 'watch tv',watch tv,2
1760,925, 'movie',movie,1
1761,926,'price',price,1
1762,926, 'nice',nice,1
1763,927,'bad projector hopefully',bad projector hopefully,3
1764,927, 'not',not,1
1765,927, 'issue',issue,1
1766,927, 'fix',fix,1
1767,928,'small package',small package,2
1768,928, 'great image',great image,2
1769,929,'imperfect',imperfect,1
1770,929, 'awesome',awesome,1
1771,930,'price',price,1
1772,930, 'good',good,1
1773,930,'great support',great support,2
1774,931,'compact simple',compact simple,2
1775,931, 'operate',operate,1
1776,932,'5 star',5 star,2
1777,932, 'close',close,1
1778,933,'`` dont buy use like new item',dont buy use like new item,6
1779,933," 'original packaging """"'",original packaging,2
1780,933, 'come',come,1
1781,933,'packaging',packaging,1
1782,933, 'damage',damage,1
1783,934,'slight flaw',slight flaw,2
1784,934, 'great device',great device,2
1785,934, 'software',software,1
1786,935,'look good',look good,2
1787,935,'pretty bad',pretty bad,2
1788,935, 'resolution',resolution,1
1789,936,'value',value,1
1790,936, 'money',money,1
1791,937,'fantastic self contain portable projector',fantastic self contain portable projector,5
1792,938,'satisfied',satisfied,1
1793,939,'great little projector',great little projector,3
1794,940,'lens cap',lens cap,2
1795,940, 'big brother',big brother,2
1796,940, 'switch',switch,1
1797,940, 'miss',miss,1
1798,941,'user friendly except youtube sign',user friendly except youtube sign,5
1799,942,'nebula casule',nebula casule,2
1800,942, 'fun',fun,1
1801,942,'solid portable projector',solid portable projector,3
1802,943,'good buy',good buy,2
1803,944,'pretty awesome',pretty awesome,2
1804,944, 'thing',thing,1
1805,945,'high quality',high quality,2
1806,945,'meh value',meh value,2
1807,946,'amaze purchase',amaze purchase,2
1808,947,'cool gadget',cool gadget,2
1809,947,'brightness adjustment',brightness adjustment,2
1810,948,'impressed',impressed,1
1811,949,'home',home,1
1812,949, 'great',great,1
1813,950,'around solid performer',around solid performer,3
1814,951,'customer service',customer service,2
1815,951, 'love',love,1
1816,951, 'great',great,1
1817,951, 'get',get,1
1819,952,'little sus',little sus,2
1820,952, 'good',good,1
1821,953,'great little projector',great little projector,3
1823,954,'not let',not let,2
1824,954, 'battery run',battery run,2
1825,955,"'make """"'",make,1
1826,955, 'improvement could',improvement could,2
1827,955, 'amaze',amaze,1
1829,956,'pretty good product',pretty good product,3
1830,956, 'well',well,1
1831,957,'great little projector',great little projector,3
1832,958,'almost perfect',almost perfect,2
1833,959,'`` youtube run',youtube run,2
1834,959, 'device music',device music,2
1835,959,'deleats',deleats,1
1836,959,'wash playlist',wash playlist,2
1837,959,"'not get utube upgrade .... """"'",not get utube upgrade,4
1838,960,'great portability',great portability,2
1839,961,'happy',happy,1
1840,961,'not blown away',not blown away,3
1841,962,'picture quality',picture quality,2
1842,962, 'good',good,1
1843,963,'picture great',picture great,2
1844,963,'sound not',sound not,2
1845,963, 'great',great,1
1846,964,'perfect portable projector',perfect portable projector,3
1847,964, 'update almost',update almost,2
1848,964,'original title receive use item',original title receive use item,5
1849,965,'thank',thank,1
1850,966,'great portable device',great portable device,3
1851,967,'amaze little projector',amaze little projector,3
1853,968,'update',update,1
1854,968, 'happy',happy,1
1855,969,'love',love,1
1856,970,'super easy interface',super easy interface,3
1857,971,'decent image',decent image,2
1858,971,'awkward remote',awkward remote,2
1859,972,'nebula',nebula,1
1860,973,'use',use,1
1861,973, 'fun',fun,1
1862,973, 'fiddly',fiddly,1
1863,974,'good quality mini projector',good quality mini projector,4
1864,975,'love',love,1
1865,975,'issue',issue,1
1866,975, 'couple',couple,1
1867,976,'nice projector',nice projector,2
1868,977,'wish',wish,1
1869,977, 'brighter',brighter,1
1870,978,'price',price,1
1871,978, 'mediocre',mediocre,1
1872,979,'use hdmi',use hdmi,2
1873,980,'nice',nice,1
1874,980, 'cute',cute,1
1875,981,'best',best,1
1876,982,'doesnt seem',doesnt seem,2
1877,982, 'might',might,1
1878,982, 'dense',dense,1
1880,983,'size',size,1
1881,983, 'good',good,1
1882,983,'prize ...',prize,1
1883,983, 'not',not,1
1884,983, 'limited',limited,1
1885,984,'app problem',app problem,2
1886,985,'good projector',good projector,2
1887,985,'bad remote manufacturing',bad remote manufacturing,3
1888,986,'well worth',well worth,2
1889,986, 'value',value,1
1890,987,'great little gadget',great little gadget,3
1891,988,'small price',small price,2
1892,988, 'great projector',great projector,2
1893,989,'package',package,1
1894,990,'set',set,1
1895,990, 'easy',easy,1
1896,990,'netflix experience could',netflix experience could,3
1897,990, 'improve',improve,1
1898,991,'almost',almost,1
1899,992,'good projector',good projector,2
1900,992, 'price',price,1
1901,993,'fun little projector',fun little projector,3
1902,994,'neat',neat,1
1903,995,'party time',party time,2
1904,995, 'portability',portability,1
1905,995, 'built',built,1
1907,996,'use',use,1
1908,996, 'nice',nice,1
1909,996, 'learn',learn,1
1910,997,'nice product ....',nice product,2
1911,998,'theory',theory,1
1912,998, 'cool',cool,1
1913,999,'portable',portable,1
1914,999,'use',use,1
1915,999, 'easy',easy,1
1916,1000,'great gadget',great gadget,2
1917,1001,'sound quality',sound quality,2
1918,1001, 'awesome picture',awesome picture,2
1919,1002,'blurry picture',blurry picture,2
1920,1003,'satisfied purchase',satisfied purchase,2
1921,1004,'frustrate',frustrate,1
1922,1004, 'audio',audio,1
1923,1005,'small package',small package,2
1924,1005, 'good',good,1
1925,1006,'really',really,1
1926,1006, 'product',product,1
1927,1006, 'love',love,1
1928,1007,'battery',battery,1
1929,1008,'good not great',good not great,3
1930,1009,'cant log',cant log,2
1931,1009, 'youtube',youtube,1
1932,1009, 'account',account,1
1933,1010,'great portable projector',great portable projector,3
1934,1010, 'remote control',remote control,2
1935,1010, 'main weakness',main weakness,2
1936,1011,'excellent customer service',excellent customer service,3
1937,1012,'great small projector',great small projector,3
1938,1013,'not',not,1
1939,1013, 'happy',happy,1
1940,1014,'great unit',great unit,2
1941,1014,'good overall especially',good overall especially,3
1942,1014, 'price',price,1
1943,1014, 'could',could,1
1944,1014, 'brighter',brighter,1
1945,1015,'well',well,1
1946,1015, 'good',good,1
1947,1015, 'could',could,1
1948,1016,'5',5,1
1949,1016, '4',4,1
1950,1017,'seriously impressive',seriously impressive,2
1951,1018,'great projector',great projector,2
1952,1019,'pretty',pretty,1
1953,1019,'pretty good',pretty good,2
1954,1020,'不太明亮',不太明亮,1
1955,1021,'vitamin capsule',vitamin capsule,2
1956,1021, 'multi',multi,1
1957,1022,'need easy control',need easy control,3
1958,1023,'size',size,1
1959,1023, 'price',price,1
1960,1023, 'impressive',impressive,1
1961,1024,'good product',good product,2
1962,1025,'investment',investment,1
1963,1026,'satisfaction deliver',satisfaction deliver,2
1964,1027,'multiple channel',multiple channel,2
1965,1027, 'airplay mirror',airplay mirror,2
1966,1027, 'wifi',wifi,1
1967,1027, 'use',use,1
1968,1027, 'not',not,1
1969,1028,'portable ...',portable,1
1970,1029,'great little projector',great little projector,3
1971,1030,'outdoor casual view',outdoor casual view,3
1972,1030, 'wall',wall,1
1973,1030, 'screen',screen,1
1974,1030, 'great',great,1
1975,1031,'use',use,1
1976,1031, 'easy',easy,1
1977,1032,'really like',really like,2
1978,1032, 'overall',overall,1
1979,1033,'average quality',average quality,2
1980,1034,'quality',quality,1
1981,1034, 'picture',picture,1
1982,1034,'view',view,1
1983,1034, 'opportunity',opportunity,1
1985,1035,'perfect',perfect,1
1986,1035, 'hd',hd,1
1988,1035,"'miss """"'",miss,1
1989,1035, 'thats',thats,1
1990,1035, 'star',star,1
1991,1036,'protibale',protibale,1
1992,1036, 'cheap',cheap,1
1993,1037,'worth',worth,1
1994,1037, 'money',money,1
1995,1038,'slow charge',slow charge,2
1996,1038, 'fast',fast,1
1997,1038, 'die',die,1
1998,1038, 'battery',battery,1
1999,1039,'use',use,1
2000,1039, 'not',not,1
2001,1039, 'easy',easy,1
2002,1039,'effective',effective,1
2003,1040,'apps work',apps work,2
2004,1040, 'none',none,1
2005,1040,'youtube',youtube,1
2006,1040,'netflix',netflix,1
2008,1041,'nice item',nice item,2
2009,1042,'receive',receive,1
2010,1043,'use',use,1
2011,1043, 'functionality',functionality,1
2012,1043, 'ease',ease,1
2013,1044,'good software need work',good software need work,4
2014,1044, 'hardware',hardware,1
2015,1045,'great picture',great picture,2
2016,1045, 'use',use,1
2017,1045, 'easy',easy,1
2018,1046,'close',close,1
2019,1046,'`` need 1080p',need 1080p,2
2020,1046, 'ill definitely',ill definitely,2
2021,1046," 'back """"'",back,1
2022,1047,'great product',great product,2
2023,1048,'great product',great product,2
2024,1049,'good projector',good projector,2
2025,1050,'small',small,1
2026,1050, 'mighty',mighty,1
2027,1051,'four star',four star,2
2028,1052,'80 percent perfect',80 percent perfect,3
2029,1053,'great gift',great gift,2
2030,1053, 'college student',college student,2
2031,1054,'fun product',fun product,2
2032,1055,'surprised',surprised,1
2033,1055, 'size',size,1
2034,1055, 'price',price,1
2035,1055, 'good',good,1
2036,1056,'netflix',netflix,1
2037,1056, 'excelent',excelent,1
2038,1057,'great buy',great buy,2
2039,1058,'impressed',impressed,1
2040,1059,'unique',unique,1
2041,1060,'work well',work well,2
2042,1061,'bright environment',bright environment,2
2043,1061, 'bad image',bad image,2
2044,1062,'tv replacement',tv replacement,2
2045,1062, 'perfect',perfect,1
2046,1062, 'bedroom',bedroom,1
2047,1063,'awesome projector',awesome projector,2
2048,1063,'cant get',cant get,2
2049,1063, 'issue',issue,1
2051,1064,'well worth',well worth,2
2052,1064, 'price',price,1
2055,1065,'good quality',good quality,2
2056,1066,"'4 """"'",4,1
2057,1066, 'like',like,1
2058,1066, 'guess',guess,1
2060,1067,'customer service',customer service,2
2061,1067, 'cast',cast,1
2062,1068,'good',good,1
2063,1068, 'far',far,1
2064,1069,'lackluster battery',lackluster battery,2
2065,1069, '3 year',3 year,2
2066,1070,'need well ui',need well ui,3
2067,1070, 'great projector',great projector,2
2068,1070, 'app support',app support,2
2069,1071,'set',set,1
2070,1071, 'easy',easy,1
2071,1072,'awesome',awesome,1
2072,1073,'youtube app',youtube app,2
2073,1073, 'sign ...',sign,1
2074,1073, 'great item',great item,2
2075,1073, 'let',let,1
2076,1074,'quite good except',quite good except,3
2077,1074, 'battery',battery,1
2078,1075,'pretty dope',pretty dope,2
2079,1076,'good',good,1
2080,1077,'na',na,1
2081,1078,'nebula review',nebula review,2
2082,1079,'portable projector',portable projector,2
2083,1080,'excellent customer support',excellent customer support,3
2084,1080, 'cool device',cool device,2
2085,1081,"'audio output """"'",audio output,2
2086,1081, 'great device',great device,2
2088,1082,'advertised',advertised,1
2089,1083,'four star',four star,2
2090,1084,'good item',good item,2
2091,1084, 'like',like,1
2092,1085,'mostly good',mostly good,2
2093,1086,'amaze portable projector',amaze portable projector,3
2094,1087,'sharper image',sharper image,2
2095,1088,'good portable projector',good portable projector,3
2096,1089,'close range',close range,2
2097,1089, 'kid',kid,1
2098,1089, 'good',good,1
2099,1090,'great buy',great buy,2
2100,1091,'portable',portable,1
2101,1092,'device',device,1
2102,1092, 'amaze',amaze,1
2103,1093,'time',time,1
2104,1093, 'not',not,1
2105,1093, 'epic',epic,1
2106,1093, 'amaze',amaze,1
2107,1094,'ok',ok,1
2108,1094,'not great',not great,2
2109,1095,'solution',solution,1
2110,1095, 'great',great,1
2111,1096,'really good',really good,2
2112,1097,'fahad',fahad,1
2113,1098,'four star',four star,2
2114,1099,'sometimes see nothing',sometimes see nothing,3
2115,1099, 'watch movie',watch movie,2
2116,1099, 'dark scene',dark scene,2
2117,1099, 'fix',fix,1
2118,1100,'good not perfect',good not perfect,3
2119,1101,'watch itunes content',watch itunes content,3
2120,1101, 'plan',plan,1
2122,1102,'need well quality',need well quality,3
2123,1102, 'speaker',speaker,1
2124,1103,'h',h,1
2125,1104,'smart perjector',smart perjector,2
2126,1105,'good',good,1
2127,1106,'take nebula capsule',take nebula capsule,3
2128,1106, 'nice projector',nice projector,2
2129,1106, 'im happy',im happy,2
2130,1106, 'im ...',im,1
2131,1107,'great little device',great little device,3
2132,1107, 'price',price,1
2133,1108,'good stuff',good stuff,2
2134,1108,"'chromecast ... """"'",chromecast,1
2135,1108, '`` though itd',though itd,2
2136,1108, 'even well',even well,2
2137,1109,'decidedly well image quality',decidedly well image quality,4
2138,1109, 'much brighter',much brighter,2
2139,1109, 'spro2',spro2,1
2140,1109, 'kill',kill,1
2141,1109, '480',480,1
2142,1110,'great product',great product,2
2143,1110, 'overall',overall,1
2144,1110,'love',love,1
2145,1111,'small problem',small problem,2
2146,1111, 'far',far,1
2147,1111, 'experience',experience,1
2149,1111,'however ...',however,1
2150,1112,'pleasantly surprised typical anker quality',pleasantly surprised typical anker quality,5
2151,1113,'portable projector',portable projector,2
2152,1113, 'speaker',speaker,1
2153,1113, 'soda',soda,1
2154,1113, 'size',size,1
2155,1113, 'built',built,1
2156,1113, 'apps',apps,1
